title,artist,spotify_id,lyrics,bpm,energy,danceability,loudness,valence
Oscar,pH-1,2Wqnhu5dRQDAQi8Ej6HnVQ,"Every good day start with a good yawn
잠을 푹 잤더니 시간은 두시야
밖에 나갈 준비하지, 너를 만나러
너와 sipping하는 coffee는 너무 달아
넌 당부했지, 오해하지마
사귈 마음 없어, 절대 고백하지마
And it cut my heart open, yeah
Put me in a coffin
그 말과 동시에 부서진 존심
침착 gotta relax, uh
Hollywood 웃음짓네
Ha, ha, ha, laugh like it's funny
Oscar를 원해, Academy 원해
긴장 안 한 듯이 영화배우처럼 제스처는 큼직
Ha, ha, ha, laugh like it's funny
Oscar를 원해, academy 원해

Oh, oh, oh, 잠깐만이여
Oh, no, oh, 잠깐, wait me up
Uh, ah, umm, 길을 물으려
하는 건 아냐, 사실 할말이 있어서
오-오-오늘 시간 있어여?
Uh, oh, 없어도 내게 와줘여
일이 많아도, 오 잠깐만 욜로 와, ayy
Okay, 너를 데리러 갈게, 너는 어디야?
Oh baby, 그냥 call me up
Olleh, 난 네 man이여
엄마 다음으로 너를 사랑해 girl, 나한테 와
수많은 생각들이 내 머리를 스칠 때마다
드는 한가지 비밀은 나는 바로
아마도, 아, 맞다, 사실 그게, 음
I think I love you so much

I'll be the one to give you the best of me
Baby girl, just leave it up to me
Yеah, you know that I'm the one to be, yеah
I'll be the one to give you the best of me
Baby girl, just leave it up to me
Yeah, you know that I'm the one to be",122.573,0.408,0.391,-17.119,0.559
Like Me,pH-1,6CgtxMNf4JQpgUuDT62CJQ,"모르겠어 난
I can't figure out
복잡한 내 맘
정리가 잘 안돼
I'm waiting 'til I die
So I never have to be alone
내가 죽는다면
내 주머니 싹 다 비워줘
가진 것 하나 없지 I got nothing
뭐든 쌓아둘 걸 내 이름 앞에
I'm too hard to love, and that's my bad
떠나가도 돼 but please be right back
Fell in love
You fell in love with me
I don't know what you see in me
Tripping up
You telling me that I'm the one
I'm 'bout to cut you like a bouncer
내 앞에 있는다는 건 믿을 수가 없는 일
누가 봐도 네 손핸데 대체 왜 굳이
I'll probably cut you deep
But love is still what you bleed
너에게 상처 남길 것만 같아 tattooist

Patiently and instantly
뒤바뀐 삶에
한줄기 밝은 색의 원이 그림자를 채웠고
나를 둘러싸던 안개는 개였어
혼자였을 때의 발걸음은 계속 꼬여
내 기분은 rollercoaster
Up and down motions
As you came to me a little closer
사소한 행복들이 조금 보여
아직 네가 보지 못한 좀 부족한 내 모습이
널 비워내고 밀어내
That's why I don't want you calling me
그런 부분까지 좋다고 넌 말하지
의심이 워낙 많은 탓에 난 아직
이해 못 해 너란 멋진 사람이
착각한 건 아닌지
Confusing with another me",150.004,0.812,0.524,-5.804,0.363
Hate You (Prod. by 코드 쿤스트),pH-1,3pWzLdFztaXirLNrFlQ4IT,"너라고 알람이 떠, 전화길 뒤집어 놓지
난 아직 살아있어, 자꾸만 묻지 내 소식
Oh, nah, 결국엔 궁금한 건
Oh, nah, ""누가 또 떨어졌어?""
Ayy, I don't give a spoiler
열심히 살면 또 오겠지 금요일 밤
난 조금 속상, 내가 얼마나 힘든지는 안 듣고파
I'm 'bout to lose it, 너는 네 이야기만 퍼붓네
Ayy, 단답했더니 너는 내가 변했다고 소문내
Okay, 우리 사인 딱 여기까지였나 봐
내 욕하시던가 (don't really care)
어차피 내가 참을 수밖에 없잖아
It's time to say good bye (because, because)

알던 애가 TV에 이름이 뭐더라? 일단 look, look
진원아 우리 꽤 친했잖아, 맞팔하자 꼭꼭
뻔뻔함 대단하지, 난 너를 외면하지
어쩜 난 예민하지 왜냐면 내 주위
모두가 변하고 사람들 신나서
날 다룬 왜곡된 입소문 전하고
혼자가 편해서 party by myself
I'm meeting nobody, I'm such a homebody
알던 애가 TV에 이름이 뭐더라? 일단 look, look
추억팔이할 겸 친구야 만나, I'm like no, no
Okay, 우리 사인 딱 여기까지였나 봐
내 욕하시던가 (don't really care)
어차피 내가 참을 수밖에 없잖아
It's time to say good bye (because, because)

여보세요 나야 왜? 로꼰 나도 못 봐 얘
동대 사거리의 Benz, 그거 내꺼 맞아 왜?
알아 나도 기억해, 우리 친했잖아 꽤
근데 넌 깜깜무소식
야, 나는 너를 미워하고 싶어, 야
야, 나는 너를 기억하고 싶지 않아
낭비도 못해 도와줘, 뒤돌아버린 너의 겉의 색은 날 못 낚아
Okay, 야, 전화해서 랩 해달란 애들 내가 알던 너가 아냐
Okay, 야 그래 니가 줬던 기억은 다시 지워 버릴라구 악
Hold up, wait, hold up, wait, ya, ah, 나보고 다 변했대, ya
Uhm, what is change? ya
난 Phone이 세 개는 더 필요해 (phone, phone)
야 걍 난 거짓말은 됐고 아직 널 좀 사랑해
야 그냥 미워하고 싶어, 넌 이해 못해 날",193.621,0.984,0.169,-4.218,0.567
Orange (Prod. by CODE KUNST),pH-1,16IHyrqNVAEg0mHTXxi92C,"24/7 매일 난, yeah
일하지 for a better life, yeah
I'm in the stu, I just spent the night, yeah
억지로 하는 일은 질색 내 성격상
난 못해 black tie, uh, huh
영혼 담지 못해 white lie, uh, huh
그만해 it's a red light, uh, huh
그 사이에 난 주황색을 칠하지, 그게 제일 real하지
주황색 내가 내는 멋, yeah
Other rappers ain't in the cut, yeah
신경 안 쓰고 있는 척
대체 왜 안 좋게 생각해? I don't care
Got my thriller moves, 내가 움직인다면
난리 날걸 YouTube, prolly get a million views
쇼머니 덕에 난 계속 keep stunning
Now pH-1 is the most wanted
나는 인싸 on Insta, better pay up, 근데 비싸
Everyday 나한테 집중해
Love the way how I'm dressed
Love the way how I'm dressed

Got my mic up feelin like Tyson
Hit you with a right punch stinging like python
혓바닥, ayy, 독이 차 있어 wait
위험해, ayy, 멀리 가 있어
Bad, bad like Rih Rih, 매우 상해 네 비위
사라져 핏빛, 너흰 질투와 시기
Bad, bad like Rih Rih, 매우 상해 네 비위
I'm singin like I'm whitney, 우리 팀은 이미 1위
Good day we chillin', 코쿤 and 팔로 with me
The boy came with a big dream
Got the bread up with whip cream
Got the bread up with whip cream
It's sprayed on, 그 모습 마치 주황색 볼케이노
나는 인싸 on Insta, better pay up, 근데 비싸
Everyday 나한테 집중해
Love the way how I'm dressed
Love the way is that Jay

Hah, 집중해, 집중해, Pay attention
여자들, 심쿵해 cuz we handsome
저쪽에, 이쪽에 put your hands up
쇼미에 이 노래 get them bands up
PH-1, huh, 생각나? what
네가 예전에 고민을 했잖아, hah
내가 다 때가 있다 했잖아, hah
지금 봐 나 점쟁이인가 봐
우리 대박 났어 like Dali Van Picasso
1등 못해도 상금은 이미 탔어
H1GHR gang, mi casa es su casa
Believe we eat good, 매일 밤 steak and lobster
This ain't the 마미손, It's the 대디손
Hater 새끼한테 싸대기 날려
걱정마 작업실에 안 갇혔어
Shining on em, 이런 빛은 넌 못 갚아, bruh
We gonna bring it back",127.997,0.648,0.61,-7.374,0.184
SUMMER FEVER (Feat. aiai),pH-1,371T3piMigFSScaVWHncAL,"Biking in the rain
Got the Nimbos over my head
새로 산 Prada 밑에
몸은 다 젖어 우울함에
I'm fighting
With the man in the rear view mirror
몇 번을 싸워도 못 당해, mm
뻔히 다 아는 정답에
여전히 마음은 복잡해
무더웠던 여름밤에서
난 깨는 중 (Ah-ah-ah-ah)
눈을 감아도 머릿속
내게 웃음 지었던 너였어
가진 모든 걸 다 부어도 couldn't get to you

Baby, I'm still in this fеver dreaming
난 또 어지러운 꿈에서 sinking in
I can't cool it down, 찬물 부어봐도
The hеat never fades, mm-mm
여름 속의 넌 slipping through my hands
Crashing like a tide
어떻게 해도 can't reach you anymore
It's heavy in my head",167.181,0.758,0.672,-8.779,0.945
ZOMBIES,pH-1,2Q1EVavjMH8XrRvHbVRTpc,"She said she love me in Balenci
널 위해 난 제일 예쁜 옷을 꺼냈지
어딘지 말해주면 켤게 navi
Hit me up, we can link up
혼자 두지마 drink up
잔을 높이 in the club
이 밤은 아직 젊어
더우면 그냥 벗어
Do whatever you wanna
서로 되어줘 two lovers
Hit me up, we can link up
혼자 두지마 drink up
가지마 내 옆 지켜

좀 이따 올 거면 네 주위 친구들
한 두 명 아니면 세 네 명 까지도 cool
오히려 좋아 the more the merrier
성민이 담당해 ones and twos
He killing it
신나는 걸로만 choose
왜냐면 오늘 밤은 never get loose
미리 밥 먹고 와
피곤하다면서 자도록
절대로 내버려두지 않아
무시해 시계는 무시해
널 기억 못해도 안 봐 눈치
잃자고 중심
넌 누가 봐도 예쁘지
만들고 싶어 해프닝
But wait
우리 번 만큼 놀기엔
너무 작잖아 테이블이",164.4,0.582,0.591,-7.624,0.792
Malibu,pH-1,4gc5n5YLVvZFORdNOvelZE,"Yea I got news
You my boo
So tonight better see you move
음악 크기는 몸이
울릴만큼 볼륨을 틀자구 yuh
Midnight blues ya
Midnight blues ya
PM to the AM
입맞춤 ya
입맞춤 ya
내 이름을 얘기해
What your name is?
You look dangerous
With a fragrance
Let's just stay on a first name basis
I’m kinda famous
That's not important
하지 않아 고민
긴 생각 없이 그냥 따라가는 본능
Cus tonight you know I'll be bad
우리 둘은 또 밤을 새
They gon see me
Going zz, please wake me
어젯밤 way too lit lit
DM on my IG
넘쳐흘러나지
기억하는 아이디만 골라 click click
생각나지 너의 tat
어깨 위에 예쁜 cat
Now come here little kitty
Imma go and count to ten

A queen of the dance floor
Can I get a chance huh
난 지금 많은 것들이 알고 싶어졌지
너에 대해서
지금까지 내가 본 것 중에
제일 아름다운 것 니가 갱신
Ay hol’ up 이 3곡이 지나가면
Baby I'll take to my mansion
I hear your body's calling me
몸매가 나를 홀리지
Let me be your one & only bee
이 꿀은 나의 것이니
뭐든 tell me what you need
망설일 필요 없어 baby
우릴 위해 나의 밤을 전부 쏟아 부을
준비는 완전히 다 돼있으니
Body line, sexy legs, you know
My heart is racing now
Grown people love session now
내가 알려 줄 테니 배워 놔
나랑 재밌게 노는 법 now do
Something nice on me girl
가사로 차마 쓸 수 없는 걸
Yea this shit is gettin hot as fuck",148.1,0.154,0.435,-21.451,0.0799
BAKA (Feat. CHANMINA),pH-1,43WXvU5sfCdTjAaNCqwRLT,"Who’s in Tokyo? Hit up my line
Come say konichiwa if you kawai
'Cause I need to find me a Japanese wife
Just like Mario jump on the pipe (Ayy)
시부야를 걸어 난 돌을 걸치고 (Um)
걷다가 보면은 사진을 찍어
I feel the panic kickin' in (Woo)
I feel the Xannies kickin' in, yeah
'Cause I done seen too much (Too much)
I don't miss, I swish, 알잖아
If you a lame, bet you know we ain't linkin' (Ayy)
Diamonds be dancing, I caught your ass blinkin’ (Ayy)
너넨 뒷짐하고 뱉어 헛기침( Cough, cough)
관심 없어 competition
No F given like an easy teacher
P and H, 그녀의 몸 안에 새겨

We so sweet and kawaii but
조심해라 watch out
You don't get it, we lie
그냥 웃어주는거야
환상갖지마 like a AV
If you want to be a stupid
I'm effective more than sake
Let me show you おもてなし
Yen은 많이 내려갔지만 (キラキラキラ)
CEO, mom, producer (아이고 바쁘당)
남편 매일 현관까지 바래주고 (行ってらっしゃい)
I’m a sweet Japanese wife
My husband is so luckiest-er",102.013,0.584,0.795,-8.601,0.849
Good Times (feat. Babylon),Paloalto,550rFuoksrby9JcjjwyMGj,"우린 대축제
악마의 편집이 아니고 이건 생중계
다물어 환호 소리빼고, W-A-C-K
그게 때론 내가 될 순 있지만 지금은 아냐
내가 rap을 뱉을 땐, I make'em say, yeah
온도를 올려
올라갈수록 사무실에서 내 출연료를 올려
난 떠올려, JK형에게 다시 한번 더 표하는 존경
돌아보면 다 아름다운 추억이었지, 모두 남김없이
누굴 미워하며 그가 무너지길 바라는 마음은
내가 보기엔 결국 낭비같지
맥주 병을 따, 싫다면 다른 잔 위로
놈팽이처럼 맨날 이러는건 아니고
이 좋은 기분을 당신과 나는 나누고파
높아, 내 얼굴 봐, 난 아래는 못봐

입는 옷, 내 일상 뱉는 말
괴리감 없어 내 음악
누가 말해, ""좀 튈 필요있어""
난 나의 멋을 지키고싶어
존중 할 수 있어, 너와 나의 다름점
희생 할 순 없어, 내가 가진 가능성
난 계속해서 큰 원을 만들어
시작은 작은 점 이었지만 자꾸 커
열정이 넘쳐, 우린 뜨거운 사랑을 해
근데 돈 땜에 안 불러 거짓 사랑 노래
이런 노래 계속 해도 날 사랑해줄래?
누가 뭐라 해도 난 계속 할건데

Such a good time, living the good life
우리 삶을 위해 들어봐 준비된 술잔
즐거운 이 순간 뻗어봐 두 팔
아래 아닌 저기 하늘 위로 더 위로
세상은 digital, 때로는 analog
세상은 요지경, 마치 cameleon
각자 위치로 답, only heaven knows
난 복잡한 건 질색이야, 이제 더이상",117.993,0.794,0.792,-4.414,0.684
My City,Paloalto,7nGOGfovEWW77dXYve2X0n,"Seoul, 내 꿈이 이뤄지는 곳
내 가족과 친구들 다 숨쉬는 곳
나 죽지않았다면 내가 살아가는 곳
나 태어나진 않았지만 죽으면 묻히는 곳
이 곳이 서울부터 부산 끝 쪽
태평양 바다 건너서 New York까지
가지 난 with my music
난 비싼 옷은 안 입지만
Go hard, make my city proud
And I don't need single chain
To stand out, 맨발로 난 앞서던 몇보다 맨앞
Know my worth, so pay me right
Know my cards, I play it right
Know my words
The whole city fuck with me, you pen-pal
Ha, 한강처럼 flow
Work, work, work, work and 남산처럼 glow
돌직구도 받아내는 포수
그 돌 받아 성 쌓아 네게 복수

Seoul, 나의 꿈이 이뤄지는 곳
내 본토, 사람과 사람 이어주는 곳
자꾸 synergy를 키워, 혼자 살려하지 않고
넌 부끄럽겠지만 내겐 자랑스런 한국
참 못났던 내가 여기서 커갔어
넌 빠져 불평만 하며
나를 불편하게 만들 거라면
목소리 큰 사람이 이긴다고 해
Ha, 그런이들에겐 서울의 삶은 감옥행
노예가 아니니까 주인은 바로 나야
내가 대표하는 도시, 아니라면 さよなら
만약 인정 못해도 난 인정 받고 인정 많아
난 내 이름을 걸어 내세우지, 익명 아냐
뜨겁게 살아가고 마음 다 해 사랑하길
때로는 방황하고 결국엔 살만하길
두발로 서서 보이지 않는 저 바다 건너까지
내 존재를 알리게 마음 활짝 열어

A-yo, it's B-Free
Tell the haters I am back, boy
Young Shaquil o'Neal
I'm 'bout to break the backboard
And I don't shop at thrift shops like MacKlemore
I'ma buy fly jordans and then buy go some more
I came from the bottom, 이 느낌이 뭔지 알아?
When I came back, I had nothing but sixty dollars
살아남기위해 바닥부터 기었어
노가다부터 이제 절대 안 써도 되는 이력서
LG 광고는 아니지만 man, life is good
남들은 경쟁에 지쳐 떠나, 마치 Iverson
한국이 경제 뿐만 아닌 문화 선진국
될 때까지 류현진처럼 rap으로 돌직구
성공을 위해 떠난 고향, 그리운 교포들
또 그들을 그리워하는 수많은 형제와 부모들
Things will be better whenever
You wanna come back home
서울, 너의 꿈도 이뤄지는곳, yeah",87.89,0.726,0.627,-5.279,0.367
Drought (feat. Beenzino),Paloalto,5sdMlAnUV122pmtECbvJse,"끊지못한 담배 또 한대 펴
'만족'이라는 녀석과 나는 반대편
축 쳐진 어깨 뒤로 늘어진 어제의
무기력함이 날 어지럽게해
센 척하던 자존심
이 빌어먹을 자본주의속에서
구걸하듯이 추하게 살아남던지
도망치듯 자취를 감추던가
삶의 엇박자 속에서 장단을 맞추던가
선택은 항상 나의 주위를 맴돌아
매순간 갈림길에서 나를 제촉하네
걸음이 느린 내 등을 미는 듯해
둥글게 살고싶었지만 함께 물드네
살아야한다, 이 정도는 참아야 남자
나약함이란 악마뒤를 따라가 봤자
무엇하나 남지않는 장사
속으로 외친다, '괜히 팔자를 탓 마'

우주 안에 지구, 지구 안에 한국
한국의 서울, 그 안에 사는 나
저 구름의 눈에 난 얼마나 작은가?
또 나보다 작은 뇌로는 이해가 불가능한
만족감, 어떤이는 쉽게 자만해
그 사람의 포부는 딱 자기 차만해
그 차 안에 탔던 여자 애들이 말하길
행복이란 건 2주마다 하는 파마래
간단하다는게 나쁘다곤 안해
허나 다시 고민해보자, 낮보다는 밤에
과연 내 가슴이 뛰는가
아니면 내가 이 game에서 지는건가?
적당히란 말이 입에 묻어나올 땐
이 바닥의 바닥 아래 내가 묻어갈 때야
나태한 밤을 피해, 이 글을 써
게으른 내 친구들아, 내 말을 들어줘

망가진 마음, 슬픔에 익숙해졌고
이제는 달라진 나
우유부단해진 판단력 땜에 갈팡질팡
열정의 가뭄, 목마름, 결국엔 갈라진 땅
못할 거 없다는 자신감, 그건 자만일까?
나만의 착각일까?
어두운 창작의 밤을 더 까맣게 칠했고
상황은 나빠진다
술취한 망나니같이 심박수가 빨라진다
침착해, 속단하진 마
모든 건 때가 있는 법
위험한 도박판에 어리석게 매달리는건
내 방식이 아냐, 왜 이리 잿밥에 관심이 많아
증오란 덫에 걸려 괜히 다치지말아
외로운 싸움, 누구 아닌 내 귀에 내가 외치는 말
닳아버린 믿음은 배신의 칼처럼 등 뒤에서 위협해
스스로 헤치진 마, 다시 오른손에 굳게 쥐는 mic",132.023,0.842,0.657,-7.681,0.353
"Shelter (feat. ZENE THE ZILLA, Sway D, SUPERBEE)",Paloalto,2jhMy7miHD7EMXJb937xvd,"Zene the Zilla! Ha-ha-ha!
Yo, Zene놈은 양산 하나 없던 채로 시작해서
결국에는 삼성 울려, 베테랑 P 형께서
말했잖어, 삼봉이는 성공에게 피랍돼서
이제 난 그늘 아래 누워 즐기는 중이란 말씀, uh
힙합엘이 국내게시판 태풍 님에게 박수, uh
나무 밑에서 놀다가 나무 위로 수직 상승, uh
바짝 쫓아 꿈꾸던 것들 이루는 데까지 단숨, uh
Pay or fame or fam 아니면 말도 마, ZILLA는 단순, uh
누가 뭘 어쩌고 어디가 저쩌고
아는 척 쩔었고 새끼들 오지랖 넓어 넘
삼성은 떨었고 나는 돈 벌어 또
난 걍 그늘 아래 집 하나 짓고 친구들이랑 살려고
(It's Young Thugs, baby)

Yuh, 우리 집엔 강아지 셋
그리고 차 두 대 날벼락 세금
피곤할 땐 거실에 LaZBoy에 누우면 만사 okay
아내가 그래 돈 아끼재
쓸데없는 지출 돈 아깝대
국힙 인기 끌었지 몇 년째
업계는 조금씩 걱정을 해
Fuck it, 난 만들고 만드는 중이고
나이가 들수록 날라가 더 위로
나잇값 하면서 즐기는 삼십 줄
내게는 삶이지 유행은 꺾여도
Rapper들 싸잡아 폄하를 당하지, ayy
남들의 허점은 까긴 쉽네
난 그냥 동생들 만나서 rap
능라도에서 한 그릇 해
싸움 멈추고 돈을 벌러
그 돈이 모이면 쇼핑몰로
경치 좋은 곳으로 우린 놀러
다녀와서 또 일을 벌려
그걸 반복하면 남게 돼 전설로
안 떨어져 비트코인처럼
열을 식히려고 그늘에 누우면
무엇을 할지 다음이 그려져

가만히 앉아서 쉬어도 연승
당구가 내 관심사라네 요즘
이건 어쩌구, 저건 저쩌구
수많은 요구, 난 하지 욕을
중지를 올려, 자신감 쩔구
신은 불평등, 왜 나만 천국
2018년 featuring 1호
다 나를 끼워, follow the leader, uh, yuh
파라솔 피고, uh, yuh
담배도 피우고, uh, yuh
내일모레는 일본, uh, yuh
좋은 삶이죠, uh, yuh
난 하지 시도, umm
난 안 봐 뒤는, umm
그림자 분신술
벌자 나뭇잎을, hoo
Hennessy를 마시고 fucked up
I'm a hot mo'fucker 여름에 점퍼
I can go anywhere jumper
넌 너무 말이 많아, too much talker
입 닥쳐 you motherfucker
아니면 your mother a twerker
미래에서 왔어, 난 Trunks
거기서도 넌 망해 Papoose",173.876,0.892,0.435,-2.763,0.168
PRICELESS (Feat. toigo),Paloalto,3ugYRBISHignwAHvbWhxbZ,"한국에서 태어나서 랩을 하며 살았어
옷 크게 입고 랩을 하면 양아치로 알아
근데 난 강남 토박이로 얌전하게 자랐어
관악구 신림동의 삶은 빡셌지만 말이야
난 힙합이 좋았고 흑인 래퍼들을 따라 했지
잘 보니 그런 형들이 홍대 신촌에도 많아
예전엔 랩하고 다니면 떠올렸던 가난
근데 지금의 나를 봐 그지 새끼가 아냐
10대 20대 반항 30대 때는 야망
난 40대가 돼도 쩌는 감각과 야마
때론 연예인 행세를 해도 절대 안 해, 자만
돈과 적이 늘어나도 가슴 안엔 사랑
난 진짜만 골라서 내 가사 안에 담아
의심받을 때도 나는 알아 가야 할 방향
어떤 래퍼들은 멈췄어도 나는 계속 나아가
이 문화가 날 살렸으니 힙합으로 하나

내가 찌질이였던 때 그게 뭐 랩이냐 놀려댔지
그 말에 쫄거나 기가 죽었다면 지금의 팔로는 없었겠지
찾아봐 전야제 6번 트랙 그때 그 생각은 여전해
TV나 YouTube Channel에 나와서 똥꼬쇼 해도 난 멋져 멋져, 꽤
어쩌고 저쩌고 해 논란이 터지면 떠들어대
어쩌면 인생은 커다란 코미디 가볍게 내 길을 걸으면 돼
인터넷 세상은 낙인찍어 무거운 때에도 나를 지켜
남의 불행을 팔아 지 밥그릇을 채우는 간사한 인간
걔네도 돈을 잘 챙기는데 내가 왜 가만히 대기를 해? 허?
찾아 또 다른 business make it louder 안 해 침묵
좁혀 빈부격차 이상, 현실 2아닌 1로
팔랑귀 새끼들 남들의 성공만 쫓지 마 확실히 해 네 진로
음악 돈이 안돼 같은 힘 빠지는 소릴 하네
음악 덕에 난 여기 왔네 스타로 사는 게 아니고
내 삶 온전히 살기에 넌 뒤에서만 험담을
난 시가 물고 차려입어 맞춤 정장을 먹어 진수성찬을 (Yeah)

성수동 커피숍 웬종일 coffee 뽑고 시급 만원
꿈이 많던 청년 한 통의 연락을 받어
2평 작업실 삶에도 꽃이 피나 과연
그렇게 나온 성수동 remix 제작비는 오백만원 (Ooh, ah, 열정으로)
열정으로 모든 걸 쏟지만 결과는 적자
오링이 나버린 판돈 어쩌나 다음엔 손목을 건다
땀으로 통장을 채워도 믿었지 토이고 성공의 서사
눈물이 고여도 웃자 ha-ha-ha-ha, ha-ha
난 친구들과 성수동 앨범을 냈네
그러자 성동구청장님 와 인사를 하데
서울숲에서 페스티벌을 열라 해 내년에
그럼 난 이걸 분명히 현실로 만들 차례
Alright 내 차트는 우상향 (Yeah)
한방을 노렸다가 두방 세방 처맞아, huh, yeah
It's my time, you heard? T-O-I-G-O (Oh)
수년간 꿈을 꾼 현실이 이제는 눈앞에
아른아른거려 let's go (Ooh)",146.9,0.572,0.665,-9.611,0.634
Grind,Paloalto,3m9ZcYzORSe9CC7rlqD1Pj,"저기 저 친구는 연봉 억대
저 래퍼는 차가 몇 대
겨우겨우 처리해내는 월세
저 새끼들은 어떻게 벌길래
돈을 막 써대지, 나도 줘봐 열쇠
Oh god please have mercy
떵떵거리며 살고 싶어 평생
남들만 잘 나간단 얘긴 재미없네
Fuck that, 남들처럼 살기 싫어
남들보다 더 많이 갖고 싶어
이런 욕심들이 현실을 불만족하게 해
그래서 많이 벌 수 있다 굳게 다짐해
근데 너무 빡세, 야근에, 출장에
주말에도 파견이니 뭐니 이직 각이네
윗사람 눈치 다 정치고
숨쉬기에 공기에 섞인 너무 많은 먼지
Instagram에 염따같은 래퍼처럼 한탕 벌어
Flexin’하고 싶어 나도 래퍼처럼
이 시급으론 존나 노동해서 계속 벌어봐야
0에서 100 올라가기에는 너무 멀어
연예인이 기부하는 돈이 내겐 연봉인데
악플 따위는 좀 그냥 웃어넘겨 봐
JUSTHIS 같은 래퍼 왜 늘 빡쳐있는 거지
쟤넨 정말 좆같은 게 뭔지 몰러

모두 돈, 돈, 다 돈으로 보여
이득이 있는 곳으로 모두들 모여
먹고 싶은 것과 사고 싶은 것 다
화면 속에 연예인들이 걸치는 것까지
의미 없다 하는 현자들의 가르침
가져보기 전엔 와닿지가 않지
행복할까, 저런 화려한 삶
저들과 달라 보이는 나 역시 가능할까
여기 서울 땅값이 떨어지려나
아니면 경기도로 휙 떠나야 하나
이런 저런 고민에 어려운 상황
돈을 벌어 열등감에서 벗어날 거야
래퍼들의 가사처럼 티를 낼 거야 가지면
원했던 것들이 전부 내꺼가 되면
아쉬운 소리 안 할 거야 남들한테
그러기 위해 출근 시간 맞춰 일어나야겠지",98.973,0.735,0.848,-4.661,0.57
"Price Tag (feat. Jessi, Ja Mezz)",Paloalto,3bOJ2oxgtl5XikXtdGVxUv,"Uh credit card bank account
결제방식 여러 개
갖고 싶던 몇 가지를 주문했어 어저께
택배가 문 앞에 도착하면 몽크 멍멍대
어렵게 구한 물건도 아꼈다가 똥 돼
가수분해된 친구의 Jordan들 휴지통 안에
특별할 때 신을 거라더니
Huh? 쓰레기가 돼
그러니까 빡 꽂힌다면
지갑 열어 써라 써
자기 전에 생각날 것 같다면 질러라 질러
직접 볼래 Instagram으로만 봤던 걸
돈 번다고 바쁜척했지만 이젠 못 참겠어
바로 날을 잡아서 비행기 호텔 예약을
우리 윤지는 꼭 챙겨가겠지 Fuji 카메라를
경험을 사는 게 소비의 목적
그렇게 스톡홀름의
백야를 산 거지 돈을 써서
디자이너 브랜드 Hype됐다고 물타기 하듯
쓰지 말고 진짜로 자기껄 가지라고

Yah 장바구니에 담기 Click click click
Mj stepped into the mall (Swish)
행복은 할부가 안 된단다 Kids
Go cop that Ja Mezz 정규 1집
이거 사면 엄마한테 혼나
근데 오늘 살고 나면 오늘은 또 Sold out
Price tag을 떼내고 채운 내 옷장
맘껏 비우면 다시 비 오는 내 통장
Bentley penthouse life in a magazine
욕심이라 배우고 느껴 왠지 죄같이
Wish list 없는 Christmas jesus mad
You just want that
Supreme box logo t shirt man
I can't have it all
이것마저도 나의 시급 탓
살 거라면 당장 사는 거지 내 인생
주인장은 나니까 Can I get a discount?

I'm livin' life in the best way
내 선택이라고 Baby
You don't need all them fancy things
전부 필요 없다고 Yeah
남들이 가졌다고 나도 따라가진 않아
내가 원하는 건 내가 잘 알아
You don't need all them fancy things
전부 필요 없다고",175.864,0.478,0.678,-9.981,0.737
Fancy (feat. DEAN & Sway D),Paloalto,7eRVmXnpnvUnqv0bkOJkDV,"기대 반 걱정 반으로 내려왔네 (내려왔네)
아름다운 나의 집 사람도 같이 데려왔네 (데려왔네)
분위기를 보니 취한 사람들 함께 외로워하네 (U-uh)
저 남자는 여자 손을 잡고 계단 위로 데려가네
돌려 몇 잔씩
기분 좋을 정도까지
마셔 오버하면 다음날 좆같지 (Ooh)
그러니까 항상 적당히
경재랑 석현이 (Huh)
참 기분 좋은 것 같지 (Uh-huh)
마치 피리 부는 송창식 (Prr-prr)
오늘 밤 축복은 우리 독차지, yo
목마른 여자들은 주는 잔을 받네 (Woo)
내 아내 그런 그녀들에게 관대해 (Woo)
아까보다 흥이 더 오른 것 같아 (Woo)
이성 잃고 자꾸 더 먹으면 안 돼 (Uh)
움직이며 다들 표현해 뭔가를 (뭔가를)
나는 절대 모르네 정답을 (나는)
우리가 오늘 나누던 몇 마디
뭐가 그리 중요해 놀자고 (Hmm)

눈꼬리가 내려가도 (눈꼬리가 내려가도)
나는 지금 깨어있어 (나는 지금 깨어있어, uh-uh-uh)
소나타를 타고 가도 (소나타를 타고 가도)
너의 마음은 열려있어 (너의 마음은 열려있어, huh-huh)
날씨가 맑아도 (날씨가 맑아도)
너는 항상 젖어있어 (너는 항상 젖어있어, uh-uh)
구름이 방 한가득 (구름이 방 한가득)
비에 우린 젖어있어 (비에 우린 젖어있어, uh-uh)
Smoking (Smoking) wine (Wine-wine)
Cloudy (Cloudy) night (Night)
Kawasaki (Kawasaki, woo) ride (Ride-ride)
On your body (On your body, uh) ride (Ride) (Uh)

밝힐래
어두운 밤을 아침보다 환하게
요란하게 여러 색 조명이 온몸을 감싸네
다 사랑해 (사랑해)
내 안에 미움과 분노가 달아나게, 아름답네
달아오른 밤안개, eh",153.109,0.744,0.537,-7.267,0.826
